date,admin1_bps_code,admin1_bps,cumulative_cases,cumulative_deaths,daily_hospitalizations,cases_measure,deaths_measure,hospitalizations_measure,link
11.21.2020,31,DKI JAKARTA,125785,2503,8626,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
11.22.2020,31,DKI JAKARTA,127127,2519,8882,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
11.23.2020,31,DKI JAKARTA,128136,2522,8836,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
11.24.2020,31,DKI JAKARTA,129151,2541,8743,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
11.25.2020,31,DKI JAKARTA,130424,2558,8909,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
11.26.2020,31,DKI JAKARTA,131488,2572,8826,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
11.27.2020,31,DKI JAKARTA,132924,2587,9409,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
11.28.2020,31,DKI JAKARTA,134294,2602,9532,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
11.29.2020,31,DKI JAKARTA,135725,2621,10124,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
11.30.2020,31,DKI JAKARTA,136824,2646,10288,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.01.2020,31,DKI JAKARTA,137882,2669,10281,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.02.2020,31,DKI JAKARTA,139048,2692,10361,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.03.2020,31,DKI JAKARTA,140201,2726,10407,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.04.2020,31,DKI JAKARTA,141233,2749,10488,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.05.2020,31,DKI JAKARTA,142593,2772,10794,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.06.2020,31,DKI JAKARTA,143924,2795,11062,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.07.2020,31,DKI JAKARTA,145390,2819,11560,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.08.2020,31,DKI JAKARTA,146584,2840,11530,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.09.2020,31,DKI JAKARTA,147801,2858,11657,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.10.2020,31,DKI JAKARTA,148981,2876,11773,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.11.2020,31,DKI JAKARTA,150213,2880,11905,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.12.2020,31,DKI JAKARTA,151164,2897,11916,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.13.2020,31,DKI JAKARTA,152462,2913,12086,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.14.2020,31,DKI JAKARTA,153968,2930,12104,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.15.2020,31,DKI JAKARTA,155084,2952,12063,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.16.2020,31,DKI JAKARTA,156305,2974,12120,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.17.2020,31,DKI JAKARTA,157995,2994,12419,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.18.2020,31,DKI JAKARTA,159582,3013,12753,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.19.2020,31,DKI JAKARTA,161481,3033,13535,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.20.2020,31,DKI JAKARTA,163073,3052,13234,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.21.2020,31,DKI JAKARTA,164539,3067,13317,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.22.2020,31,DKI JAKARTA,165850,3081,13240,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.23.2020,31,DKI JAKARTA,167804,3096,13735,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.24.2020,31,DKI JAKARTA,169737,3112,14311,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.25.2020,31,DKI JAKARTA,171833,3133,14659,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.26.2020,31,DKI JAKARTA,173891,3147,14152,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.27.2020,31,DKI JAKARTA,175888,3169,14303,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.28.2020,31,DKI JAKARTA,177566,3190,14247,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.29.2020,31,DKI JAKARTA,179622,3208,15283,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.30.2020,31,DKI JAKARTA,181675,3229,15749,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
12.31.2020,31,DKI JAKARTA,183697,3250,15782,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.01.2021,31,DKI JAKARTA,185653,3270,16075,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.02.2021,31,DKI JAKARTA,187547,3296,15663,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.03.2021,31,DKI JAKARTA,189205,3306,15620,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.04.2021,31,DKI JAKARTA,191037,3327,14904,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.05.2021,31,DKI JAKARTA,192861,3346,15370,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.06.2021,31,DKI JAKARTA,195263,3363,16660,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.07.2021,31,DKI JAKARTA,197661,3384,17591,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.08.2021,31,DKI JAKARTA,200620,3408,17836,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.09.2021,31,DKI JAKARTA,203373,3435,18444,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.10.2021,31,DKI JAKARTA,206084,3466,18226,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.11.2021,31,DKI JAKARTA,208545,3497,18146,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.12.2021,31,DKI JAKARTA,211214,3531,19124,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.13.2021,31,DKI JAKARTA,214690,3576,19603,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.14.2021,31,DKI JAKARTA,217855,3619,20650,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.15.2021,31,DKI JAKARTA,220396,3654,20666,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.16.2021,31,DKI JAKARTA,223932,3686,22398,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.17.2021,31,DKI JAKARTA,227327,3719,21984,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.18.2021,31,DKI JAKARTA,229688,3755,21508,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.19.2021,31,DKI JAKARTA,232251,3795,21531,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.20.2021,31,DKI JAKARTA,236037,3828,21514,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.21.2021,31,DKI JAKARTA,239188,3858,22065,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.22.2021,31,DKI JAKARTA,242979,3899,23646,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.23.2021,31,DKI JAKARTA,246264,3930,23408,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.24.2021,31,DKI JAKARTA,249776,3969,24553,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.25.2021,31,DKI JAKARTA,252227,4012,24457,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.26.2021,31,DKI JAKARTA,254540,4058,23785,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.27.2021,31,DKI JAKARTA,256376,4092,22617,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.28.2021,31,DKI JAKARTA,259265,4132,22735,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.29.2021,31,DKI JAKARTA,262713,4176,23711,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.30.2021,31,DKI JAKARTA,266204,4206,23607,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
01.31.2021,31,DKI JAKARTA,269678,4248,23685,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.01.2021,31,DKI JAKARTA,273292,4293,24902,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.02.2021,31,DKI JAKARTA,276654,4337,23643,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.03.2021,31,DKI JAKARTA,280221,4381,25775,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.04.2021,31,DKI JAKARTA,283853,4421,25404,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.05.2021,31,DKI JAKARTA,287193,4466,26224,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.06.2021,31,DKI JAKARTA,289572,4510,24126,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.07.2021,31,DKI JAKARTA,293784,4555,23988,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.08.2021,31,DKI JAKARTA,296926,4598,23672,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.09.2021,31,DKI JAKARTA,300363,4655,24266,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.10.2021,31,DKI JAKARTA,303671,4698,24287,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.11.2021,31,DKI JAKARTA,306184,4749,22653,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.12.2021,31,DKI JAKARTA,309991,4799,20774,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.13.2021,31,DKI JAKARTA,313007,4852,18727,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.14.2021,31,DKI JAKARTA,315504,4900,17199,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.15.2021,31,DKI JAKARTA,317383,4942,16955,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.16.2021,31,DKI JAKARTA,319244,5004,17175,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.17.2021,31,DKI JAKARTA,320690,5035,15999,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.18.2021,31,DKI JAKARTA,321063,5070,13620,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.19.2021,31,DKI JAKARTA,322983,5076,12777,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.20.2021,31,DKI JAKARTA,325855,5116,13119,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.21.2021,31,DKI JAKARTA,328580,5171,13108,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.22.2021,31,DKI JAKARTA,331045,5211,13228,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.23.2021,31,DKI JAKARTA,331827,5256,11913,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.24.2021,31,DKI JAKARTA,332609,5291,10803,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.25.2021,31,DKI JAKARTA,334190,5346,9673,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.26.2021,31,DKI JAKARTA,335852,5388,9429,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.27.2021,31,DKI JAKARTA,337588,5432,9958,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
02.28.2021,31,DKI JAKARTA,339686,5475,11122,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.01.2021,31,DKI JAKARTA,341744,5527,9996,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.02.2021,31,DKI JAKARTA,342321,5563,8372,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.03.2021,31,DKI JAKARTA,343758,5601,7284,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.04.2021,31,DKI JAKARTA,345767,5647,7497,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.05.2021,31,DKI JAKARTA,346927,5692,7322,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.06.2021,31,DKI JAKARTA,348542,5736,7325,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.07.2021,31,DKI JAKARTA,350377,5781,7351,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.08.2021,31,DKI JAKARTA,352160,5829,7411,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.09.2021,31,DKI JAKARTA,353027,5874,6590,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.10.2021,31,DKI JAKARTA,354073,5919,6114,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.11.2021,31,DKI JAKARTA,355827,5944,6863,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.12.2021,31,DKI JAKARTA,357699,5994,7422,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.13.2021,31,DKI JAKARTA,358733,6004,7869,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.14.2021,31,DKI JAKARTA,359937,6040,6670,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.15.2021,31,DKI JAKARTA,361492,6075,6428,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.16.2021,31,DKI JAKARTA,362327,6095,5752,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.17.2021,31,DKI JAKARTA,363657,6098,5896,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.18.2021,31,DKI JAKARTA,365376,6118,6427,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.19.2021,31,DKI JAKARTA,366964,6142,6817,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.20.2021,31,DKI JAKARTA,368899,6164,7546,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.21.2021,31,DKI JAKARTA,370537,6187,7277,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.22.2021,31,DKI JAKARTA,372011,6195,7028,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.23.2021,31,DKI JAKARTA,372827,6206,6142,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.24.2021,31,DKI JAKARTA,373717,6217,5035,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.25.2021,31,DKI JAKARTA,375444,6229,6260,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.26.2021,31,DKI JAKARTA,376825,6240,6733,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.27.2021,31,DKI JAKARTA,378179,6258,7470,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.28.2021,31,DKI JAKARTA,379649,6281,7742,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.29.2021,31,DKI JAKARTA,380663,6303,7655,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.30.2021,31,DKI JAKARTA,381047,6324,6931,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
03.31.2021,31,DKI JAKARTA,382012,6324,6823,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.01.2021,31,DKI JAKARTA,383349,6342,7154,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.02.2021,31,DKI JAKARTA,384589,6349,7095,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.03.2021,31,DKI JAKARTA,385687,6353,7589,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.04.2021,31,DKI JAKARTA,386423,6359,6720,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.05.2021,31,DKI JAKARTA,386946,6363,6052,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.06.2021,31,DKI JAKARTA,387433,6367,5948,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.07.2021,31,DKI JAKARTA,388295,6376,6106,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.08.2021,31,DKI JAKARTA,389533,6380,6855,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.09.2021,31,DKI JAKARTA,390546,6390,7235,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.10.2021,31,DKI JAKARTA,391523,6397,7349,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.11.2021,31,DKI JAKARTA,392554,6404,6977,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.12.2021,31,DKI JAKARTA,393246,6411,6305,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.13.2021,31,DKI JAKARTA,394074,6417,6227,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.14.2021,31,DKI JAKARTA,394735,6424,6267,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.15.2021,31,DKI JAKARTA,396065,6430,6901,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.16.2021,31,DKI JAKARTA,397045,6448,6992,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.17.2021,31,DKI JAKARTA,398082,6466,7012,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.18.2021,31,DKI JAKARTA,399032,6479,6962,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.19.2021,31,DKI JAKARTA,400005,6493,6950,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.20.2021,31,DKI JAKARTA,400465,6507,6499,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.21.2021,31,DKI JAKARTA,401067,6519,6516,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.22.2021,31,DKI JAKARTA,402333,6530,7119,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.23.2021,31,DKI JAKARTA,403217,6548,7264,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.24.2021,31,DKI JAKARTA,404124,6560,7273,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.25.2021,31,DKI JAKARTA,405020,6574,7193,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.26.2021,31,DKI JAKARTA,405768,6588,6588,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.27.2021,31,DKI JAKARTA,406162,6605,6365,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.28.2021,31,DKI JAKARTA,406801,6619,6308,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.29.2021,31,DKI JAKARTA,407788,6642,6792,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
04.30.2021,31,DKI JAKARTA,408577,6646,7038,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.01.2021,31,DKI JAKARTA,409503,6661,7156,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.02.2021,31,DKI JAKARTA,410357,6671,7016,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.03.2021,31,DKI JAKARTA,411114,6691,7066,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.04.2021,31,DKI JAKARTA,411530,6709,6878,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.05.2021,31,DKI JAKARTA,412375,6721,7024,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.06.2021,31,DKI JAKARTA,413281,6742,7343,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.07.2021,31,DKI JAKARTA,414064,6762,7511,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.08.2021,31,DKI JAKARTA,414796,6788,7633,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.09.2021,31,DKI JAKARTA,415605,6804,7736,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.10.2021,31,DKI JAKARTA,416298,6826,7800,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.11.2021,31,DKI JAKARTA,416704,6846,7519,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.12.2021,31,DKI JAKARTA,417360,6859,7488,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.13.2021,31,DKI JAKARTA,418145,6874,7673,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.14.2021,31,DKI JAKARTA,418777,6890,7742,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.15.2021,31,DKI JAKARTA,419004,6905,7381,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.16.2021,31,DKI JAKARTA,419165,6923,6932,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.17.2021,31,DKI JAKARTA,419586,6948,7328,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.18.2021,31,DKI JAKARTA,419805,6963,7338,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.19.2021,31,DKI JAKARTA,420416,6982,7733,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.20.2021,31,DKI JAKARTA,421311,7002,8512,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.21.2021,31,DKI JAKARTA,422167,7018,9252,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
05.22.2021,31,DKI JAKARTA,423099,7030,9775,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_DKI_JAKARTA.json
